DEPARTMENT_NAME,TITLE,REGULAR,OTHER,OVERTIME,INJURED,DETAIL,QUINN_EDUCATION_INCENTIVE,TOTAL_GROSS
Environment Department,Sr Preservation Planner,"75,596.70","1,287.47",,,,,"76,884.17"
Parks Department,Park Maint Foreprs##,"48,902.43",964.38,"25,715.44","1,298.01",,,"76,880.26"
BPS Facility Management,Sen Cust C/Nights,"66,916.93",250,"9,711.19",,,,"76,878.12"
Boston Police Department,Communic. EquipOp II 9II(SS),"53,974.08",250,"22,647.09",,,,"76,871.17"
BPS Facility Management,Sen Cust C,"67,172.55",250,"9,446.08",,,,"76,868.63"
Boston Police Department,Head Clerk & Secretary,"58,126.02","1,367.81","17,365.90",,,,"76,859.73"
Boston Fire Department,Diversity Officer,"67,331.99","9,525.98",,,,,"76,857.97"
UP Academy Dorchester,Teacher,"73,851.06","3,000.00",,,,,"76,851.06"
BPS Perkins Elementary,Teacher,"76,046.58",800,,,,,"76,846.58"
Eliot K-8,Teacher,"76,833.80",,,,,,"76,833.80"
Treasury-Treasury Division,Prin Accountant,"76,426.96",400,,,,,"76,826.96"
BPS Harvard/Kent Elementary,Community Field Coordinator,"75,098.94","1,720.00",,,,,"76,818.94"
Frederick Pilot Middle,Teacher,"76,210.92",600,,,,,"76,810.92"
BPS Another Course To Colleg,Teacher,"73,805.12","2,975.00",,,,,"76,780.12"
BPS Special Education,Speech & Language Pathologist,"76,760.80",,,,,,"76,760.80"
Parks Department,HvyMtrEquipReprprs(HMER/Parks),"57,256.94",650,"18,842.45",,,,"76,749.39"
Parks Department,Park Maint Foreprs##,"56,216.91","1,102.88","19,418.99",,,,"76,738.78"
BPS Business Service,BPS Worker's Comp Job Class,,,,"76,736.92",,,"76,736.92"
BPS English High,Teacher,"75,233.66","1,500.00",,,,,"76,733.66"
Traffic Division,Trans Program Planner III,"75,312.83",,"1,403.27",,,,"76,716.10"
Hernandez K-8,Teacher,"76,215.08",500,,,,,"76,715.08"
City Clerk,Admin Asst,"71,725.73","1,636.87","3,351.82",,,,"76,714.42"
Green Academy,Teacher,"74,998.60","1,708.94",,,,,"76,707.54"
BPS Facility Management,Sen Cust C/Nights,"68,339.42",250,"8,116.51",,,,"76,705.93"
BPS Channing Elementary,Social Worker/Coordinator,"76,200.10",500,,,,,"76,700.10"
ASD Human Resources,Sr Admin Asst,"76,598.64",100,,,,,"76,698.64"
BPS Facility Management,Sen Cust C,"68,475.81",250,"7,964.26",,,,"76,690.07"
UP Academy Dorchester,Teacher,"75,689.26","1,000.00",,,,,"76,689.26"
Umana Middle,Teacher,"76,685.04",,,,,,"76,685.04"
Boston Cntr - Youth & Families,Program Supervisor,"76,102.41",578.72,,,,,"76,681.13"
ASD Intergvernmtl Relations,Admin Asst (Igr),"75,234.29","1,446.81",,,,,"76,681.10"
Boston Police Department,Social Worker (BPD),"76,427.00",250,,,,,"76,677.00"
BPS Facility Management,Sen Cust C,"71,071.71",250,"5,345.91",,,,"76,667.62"
Inspectional Services Dept,Envrnmntl Health Inspector I,"71,737.68","3,674.00","1,250.77",,,,"76,662.45"
Boston Police Department,Criminalist I,"65,617.34",,"11,020.02",,,,"76,637.36"
BPS Community Academy,Manager (C) (non-ac),"76,635.26",,,,,,"76,635.26"
BPS Human Resource Team,Coord-Manager B,"76,631.10",,,,,,"76,631.10"
Early Learning Services,Coord-Manager B,"76,631.10",,,,,,"76,631.10"
UP Academy Dorchester,Teacher,"76,611.00",,,,,,"76,611.00"
Boston Police Department,Exec Sec (B.P.D.),"70,676.34","1,609.16","4,325.03",,,,"76,610.53"
Neighborhood Development,Architect,"76,359.17",250,,,,,"76,609.17"
BPS Boston International HS,Teacher,"76,597.09",,,,,,"76,597.09"
BPS Special Education,Speech & Language Pathologist,"76,579.24",,,,,,"76,579.24"
BPS Chittick Elementary,Teacher,"76,519.24",,,,,,"76,519.24"
BPS Charlestown High,Staff Asst (B),"72,277.42","4,238.54",,,,,"76,515.96"
BPS Boston Latin,Teacher,"72,270.00","4,232.78",,,,,"76,502.78"
BPS O'Bryant School,Community Field Coordinator,"70,498.35","6,000.00",,,,,"76,498.35"
BPS Mason Elementary,Teacher,"76,497.74",,,,,,"76,497.74"
Boston Public Library,Childrens Librarian II,"76,461.73",,,,,,"76,461.73"
Property Management,Spc Asst to the Commissioner,"71,966.37","4,475.90",,,,,"76,442.27"
BPS Another Course To Colleg,Teacher,"76,438.98",,,,,,"76,438.98"
Public Works Department,StreetlightingConstInsp(Pwd)##,"55,606.94","10,494.28","3,060.95","7,258.52",,,"76,420.69"
Baldwin ELC,Surround Care Paraprofessional,"71,908.74","4,500.00",,,,,"76,408.74"
UP Academy Holland,Teacher,"71,903.85","4,500.00",,,,,"76,403.85"
BPS Latin Academy,Teacher,"75,849.84",550,,,,,"76,399.84"
Neighborhood Development,Program Mngr,"74,926.61","1,472.97",,,,,"76,399.58"
BPS Condon Elementary,Teacher,"76,385.58",,,,,,"76,385.58"
BPS Community Academy,Sen Specialist (C),"76,379.70",,,,,,"76,379.70"
BPS Business Service,Contract Supervisor 31,"76,379.24",,,,,,"76,379.24"
Quincy Upper School,Prin Clerk/School Sec 19,"55,030.56","21,340.00",,,,,"76,370.56"
ASD Office of Budget Mangmnt,Management Analyst (Obpe),"71,035.60",300,"5,032.36",,,,"76,367.96"
BPS New Mission Pilot,Teacher,"76,358.40",,,,,,"76,358.40"
BPS Burke High,Teacher,"75,849.84",500,,,,,"76,349.84"
BPS Madison Park High,Teacher,"75,927.26",416,,,,,"76,343.26"
Mattahunt Elementary School,Community Field Coordinator,"71,310.67","5,000.00",,,,,"76,310.67"
Auditing Department,Sr Admin Anl (Sp Proj Stff)Aud,"75,106.99","1,202.85",,,,,"76,309.84"
Umana Middle,Social Worker/Coordinator,"74,556.76","1,750.00",,,,,"76,306.76"
Boston Public Library,Professional Librarian III,"74,901.31","1,403.49",,,,,"76,304.80"
Mildred Avenue K-8,Community Field Coordinator,"70,372.01","5,932.15",,,,,"76,304.16"
Public Works Department,Hvy Mtr Equi Repairpr Class II,"74,776.20",650,873.69,,,,"76,299.89"
BPS Facility Management,Sen Cust C,"70,926.60",250,"5,118.50",,,,"76,295.10"
Boston Police Department,Management Analyst,"54,826.16",100,"21,320.85",,,,"76,247.01"
Boston Police Department,Police Sergeant,"30,051.48","21,292.99",,,,"24,895.73","76,240.20"
Boston Cntr - Youth & Families,Program Supervisor,"75,674.25",564.36,,,,,"76,238.61"
Boston Public Library,Spec Library Asst V (BPL),"74,449.52",941.43,846.21,,,,"76,237.16"
"Greenwood, S K-8",Teacher,"76,215.08",,,,,,"76,215.08"
King K-8,Teacher,"76,215.08",,,,,,"76,215.08"
BPS Taylor Elementary,Teacher,"76,215.08",,,,,,"76,215.08"
BPS Mather Elementary,Teacher,"76,215.08",,,,,,"76,215.08"
Frederick Pilot Middle,Teacher,"76,210.92",,,,,,"76,210.92"
Boston Retirement System,Admin Asst (Retirement),"75,545.15",550,110.23,,,,"76,205.38"
Mildred Avenue K-8,Community Field Coordinator,"74,964.52","1,240.00",,,,,"76,204.52"
Treasury-Collecting Division,Sr Admin Asst,"75,866.24",300,,,,,"76,166.24"
Traffic Division,Traffic Signal Inspector,"70,272.68","2,925.00","2,968.20",,,,"76,165.88"
Lyndon K-8,Specialist (BTU),"74,928.66","1,230.44",,,,,"76,159.10"
Boston Police Department,ChCommEquipOper I (SCTT),"48,691.32","3,746.09","23,715.73",,,,"76,153.14"
Traffic Division,Vehicle Impound Specialist ##,"52,034.35",841.4,"23,274.88",,,,"76,150.63"
Boston Collaborative High Sch,Community Field Coordinator,"67,235.62","8,888.18",,,,,"76,123.80"
BPS Transportation,Head Account Clk 31,"76,102.51",,,,,,"76,102.51"
Boston Police Department,Mtr Eq Rpprs ClassIBPDFleetBFD,"67,931.40","8,029.05",130.64,,,,"76,091.09"
Boston Police Department,Mtr Eq Rpprs ClassIBPDFleetBFD,"74,033.18","2,052.87",,,,,"76,086.05"
Treasury-Collecting Division,Prin Admin Asst (Trs/Col),"74,438.10","1,001.90",638.32,,,,"76,078.32"
BPS Madison Park High,Teacher,"76,018.50",,,,,,"76,018.50"
Parks Department,Exec Asst (Parks & Rec),"69,393.51",609.29,"6,010.22",,,,"76,013.02"
ASD Office of Budget Mangmnt,Sr Admin Anl (Sp Proj Stff)Aud,"59,585.50","16,415.92",,,,,"76,001.42"
Teaching & Learning,Instructional Coach,"71,999.83","4,000.00",,,,,"75,999.83"
Consumer Affairs & Licensing,Board Secretary,"75,963.50",,,,,,"75,963.50"
Environment Department,Chief of Environment & Energy,"54,615.38","21,346.16",,,,,"75,961.54"
P. A. Shaw Elementary,Family Liaison BTU,"73,432.60","2,496.00",,,,,"75,928.60"
BPS Madison Park High,Teacher,"75,927.26",,,,,,"75,927.26"
BPS Madison Park High,Teacher,"75,927.26",,,,,,"75,927.26"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"75,902.98",,,,,,"75,902.98"
BPS Orchard Gardens K-8 Pilot,Community Field Coordinator,"75,899.80",,,,,,"75,899.80"
Environment Department,Environmental Asst,"73,187.28","2,703.78",,,,,"75,891.06"
BPS School Safety Service,Officer-Bps Police,"61,712.27",600,"13,578.16",,,,"75,890.43"
Boston Police Department,Offset Compositor,"70,300.29","1,351.93","4,236.04",,,,"75,888.26"
Boston Cntr - Youth & Families,Service Delivery Mgr(SOAR BCY),"75,866.31",,,,,,"75,866.31"
BPS Facility Management,Sen Cust C/Nights,"71,823.39",250,"3,786.86",,,,"75,860.25"
BPS School Safety Service,Lieutenant,"71,606.19",600,"3,648.47",,,,"75,854.66"
Public Facilities Department,Project Manager II (PFD),"74,438.70","1,415.55",,,,,"75,854.25"
BPS South Boston HS - Excel,Security Para,"58,821.23","17,031.60",,,,,"75,852.83"
ASD Office of Budget Mangmnt,Risk Finance Mgr,"75,852.47",,,,,,"75,852.47"
BPS Snowden International Hi,Teacher,"75,849.84",,,,,,"75,849.84"
Henderson Elementary,Teacher,"75,849.84",,,,,,"75,849.84"
BPS Boston Comm Leadership Ac,Teacher,"75,849.84",,,,,,"75,849.84"
Henderson Elementary,Teacher,"75,849.84",,,,,,"75,849.84"
Henderson Elementary,Teacher,"75,849.84",,,,,,"75,849.84"
Boston Police Department,Exec Sec (B.P.D.),"70,676.39","1,609.16","3,553.25",,,,"75,838.80"
BPS Brighton High,Community Field Coordinator,"75,032.96",800.25,,,,,"75,833.21"
Boston Police Department,Criminalist I,"61,587.92",749.06,"13,495.76",,,,"75,832.74"
Boston Police Department,Worker's Compensation Case Mgr,"67,878.08",250,"7,678.11",,,,"75,806.19"
Procurement,Buyer/Purchasing,"75,491.53",300,,,,,"75,791.53"
BPS Facility Management,Sen Cust C,"67,580.46",250,"7,956.14",,,,"75,786.60"
BPS Facility Management,Sen Cust C/Nights,"70,942.55",250,"4,578.83",,,,"75,771.38"
BPS Boston International HS,Family Liaison BTU,"62,859.44","12,910.18",,,,,"75,769.62"
Public Works Department,Jr Civil Eng (Fss EngDivPwd)##,"75,512.62",250,,,,,"75,762.62"
BPS Boston Comm Leadership Ac,Community Field Coordinator,"68,967.00","6,778.85",,,,,"75,745.85"
Dudley St. Neighborhood School,Teacher,"73,927.62","1,815.00",,,,,"75,742.62"
Public Works Department,Highway Const Inspector(Pwd)##,"52,111.89",540,"23,086.44",,,,"75,738.33"
BPS Facility Management,Sen Cust C,"64,452.71",250,"10,361.92",672.82,,,"75,737.45"
Public Facilities Department,Asst Dir,"10,014.44","65,720.08",,,,,"75,734.52"
Boston Cntr - Youth & Families,Program Supervisor,"75,234.26",,496.05,,,,"75,730.31"
Traffic Division,Sr Traffic Investigator,"53,305.20",250,"22,171.39",,,,"75,726.59"
Boston Cntr - Youth & Families,Program Supervisor,"75,714.25",,,,,,"75,714.25"
Public Works Department,Maint Mech(LightSvcRpr)(Pwd)##,"55,535.41",250,"19,913.06",,,,"75,698.47"
Research Assess & Eval,Analyst (C),"75,693.19",,,,,,"75,693.19"
Boston Public Library,Childrens Librarian II,"74,545.01","1,139.75",,,,,"75,684.76"
Food & Nutrition Svc,Head Admin Clerk-31,"69,411.25",,"6,272.21",,,,"75,683.46"
Haley Pilot,Teacher,"74,178.54","1,500.00",,,,,"75,678.54"
Boston Cntr - Youth & Families,Program Supervisor,"75,234.22",,434.04,,,,"75,668.26"
BPS Snowden International Hi,Community Field Coordinator,"75,667.90",,,,,,"75,667.90"
BPS Blackstone Elementary,Teacher,"74,902.86",750,,,,,"75,652.86"
Lyndon K-8,Teacher,"75,649.30",,,,,,"75,649.30"
Perry K-8,Teacher,"73,522.24","2,125.00",,,,,"75,647.24"
Public Works Department,Drawtender##,"73,010.44",250,"2,380.87",,,,"75,641.31"
UP Academy Dorchester,Nurse,"72,836.29","2,800.00",,,,,"75,636.29"
UP Academy Holland,Teacher,"66,788.50","8,250.00",596.82,,,,"75,635.32"
BPS Madison Park High,Teacher,"75,626.53",,,,,,"75,626.53"
Boston Police Department,Worker's Compensation Case Mgr,"67,622.80",250,"7,718.54",,,,"75,591.34"
Boston Police Department,"CommunEquipOp III, R-13 (CT)","48,209.80",250,"27,129.30",,,,"75,589.10"
Curley K-8,Teacher,"73,707.48","1,875.05",,,,,"75,582.53"
BPS Murphy Elementary,Teacher,"75,582.52",,,,,,"75,582.52"
Boston Fire Department,Sr Admin Asst,"72,311.95",793.1,"2,475.65",,,,"75,580.70"
BPS Facility Management,Sen Cust C,"72,036.51",250,"3,294.00",,,,"75,580.51"
HPEC: Com Acd Science & Health,Teacher,"71,876.92","3,700.00",,,,,"75,576.92"
BPS Kenny Elementary,Teacher,"75,566.70",,,,,,"75,566.70"
UP Academy Dorchester,Teacher,"73,285.51","2,265.00",,,,,"75,550.51"
BPS Mather Elementary,Teacher,"68,979.31","6,554.11",,,,,"75,533.42"
Boston Police Department,Prin Research Analyst,"73,240.09",,"2,286.18",,,,"75,526.27"
BPS Ohrenberger Elementary,Teacher,"75,525.03",,,,,,"75,525.03"
Boston Public Library,Collection Librarian II,"75,365.32",150,,,,,"75,515.32"
Boston Police Department,Police Detective,"19,729.65","47,498.14","4,436.43",,,"3,849.24","75,513.46"
Boston Police Department,Liaison Agent II,"55,898.20","1,324.97","18,289.79",,,,"75,512.96"
Eliot K-8,Teacher,"75,511.48",,,,,,"75,511.48"
Property Management,Admin Asst (PFD),"74,957.25",550,,,,,"75,507.25"
BPS Charlestown High,Teacher,"72,611.72","2,883.21",,,,,"75,494.93"
BPS Facility Management,Sen Cust C,"70,338.02",250,"4,896.84",,,,"75,484.86"
Office of Equity,Prin Accountant,"75,209.28",250,,,,,"75,459.28"
BPS Lee Elementary,Teacher,"75,438.00",,,,,,"75,438.00"
Neighborhood Development,Housing Development Offcr,"75,154.50",275,,,,,"75,429.50"
Dudley St. Neighborhood School,Head Staff Asst 28 (HMCB),"74,886.54",540,,,,,"75,426.54"
Office of Equity,Spec Asst I,"75,395.30",25,,,,,"75,420.30"
ASD Human Resources,Human Resources Representative,"75,141.76",275,,,,,"75,416.76"
Office of Streets,Admin Anl,"67,447.44","1,343.09","6,615.06",,,,"75,405.59"
BPS Boston Arts Academy,Manager (C) (non-ac),"75,402.36",,,,,,"75,402.36"
Dpt of Innovation & Technology,Asst Manager-Data Processing,"75,399.63",,,,,,"75,399.63"
Public Works Department,Supv-Highway Maint (Pwd),"62,013.08","2,950.00","10,435.09",,,,"75,398.17"
Dpt of Innovation & Technology,Data Proc Sys Analyst,"73,975.01","1,403.80",,,,,"75,378.81"
Property Management,Sr Computer Operator,"55,168.92",250,"19,959.64",,,,"75,378.56"
BPS East Boston High,Teacher,"71,876.92","3,500.00",,,,,"75,376.92"
Boston Public Library,Childrens Librarian II,"75,183.86",,192.76,,,,"75,376.62"
BPS Mason Elementary,Head Staff Assistant 28,"69,361.88","6,000.00",,,,,"75,361.88"
BPS Dearborn Middle,Teacher,"66,409.33","8,943.52",,,,,"75,352.85"
Teaching & Learning,Technician B,"75,347.44",,,,,,"75,347.44"
Boston Public Library,Spec Library Asst V,"75,343.59",,,,,,"75,343.59"
Public Works Department,Code Enforce Offc,"63,142.55",270,"11,911.71",,,,"75,324.26"
BPS Special Education,One to One Para,"63,707.40","11,470.00",,139.04,,,"75,316.44"
Parks Department,Park Maint Foreprs##,"54,854.73",250,"20,186.21",,,,"75,290.94"
Cemetery Division,Cemetery Foreperson##,"56,217.02","1,316.09","17,750.21",,,,"75,283.32"
Quincy Upper School,Teacher,"70,282.40","5,000.00",,,,,"75,282.40"
Boston Police Department,"CommunEquipOp III, R-13 (CT)","59,345.07",550,"15,381.23",,,,"75,276.30"
Public Facilities Department,Program Assistant(PFD/BPD),"75,234.21",25,,,,,"75,259.21"
BPS Facility Management,Sen Cust C,"63,688.59",250,"11,313.38",,,,"75,251.97"
Boston Fire Department,Fire Fighter,"68,175.79",550,"4,433.96",,"2,091.50",,"75,251.25"
Henderson Elementary,Teacher,"75,246.66",,,,,,"75,246.66"
Parks Department,Park Maint Foreprs##,"53,238.62",250,"21,754.96",,,,"75,243.58"
Umana Middle,Teacher,"74,620.56",620.88,,,,,"75,241.44"
Boston Police Department,Prin Personnel Officer,"75,234.26",,,,,,"75,234.26"
Boston Police Department,Sr Personnel Officer II,"68,874.64",250,"2,629.04","3,466.08",,,"75,219.76"
BPS Clap Elementary,Teacher,"75,218.07",,,,,,"75,218.07"
Gardner Pilot  Academy,Community Field Coordinator,"75,215.66",,,,,,"75,215.66"
BPS Fenway High,Social Worker/Coordinator,"70,282.40","4,915.30",,,,,"75,197.70"
Office of Streets,Admin Asst,"70,954.20","1,008.29","3,214.89",,,,"75,177.38"
Info & Instr Technology,Sen Computer Operations Tech,"75,175.50",,,,,,"75,175.50"
Dpt of Innovation & Technology,Sr Data Proc Sys Anl,"65,834.12","2,600.00","6,726.49",,,,"75,160.61"
BPS Human Resource Team,Manager NonAcad C,"75,152.03",,,,,,"75,152.03"
BPS Kenny Elementary,Teacher,"72,242.20","2,901.50",,,,,"75,143.70"
Henderson Elementary,Teacher,"71,088.66","4,043.80",,,,,"75,132.46"
BPS McKinley Middle,Admin Asst (B),"72,998.01",,,"2,131.90",,,"75,129.91"
Traffic Division,Sr Traffic Investigator,"51,235.29",250,"23,640.39",,,,"75,125.68"
BPS Alternative Education,Teacher,"75,115.22",,,,,,"75,115.22"
Boston Public Library,Childrens Librarian II,"75,112.86",,,,,,"75,112.86"
Green Academy,Social Worker/Coordinator,"75,112.56",,,,,,"75,112.56"
BPS Channing Elementary,Staff Asst (B),"72,277.42","2,833.00",,,,,"75,110.42"
Parks Department,Park Maint Foreprs##,"47,371.17",250,"27,488.26",,,,"75,109.43"
BPS Human Resource Team,Prin Account Clerk 31,"34,021.14","41,087.21",,,,,"75,108.35"
Veterans' Services,Admin Asst,"74,944.89",132.28,,,,,"75,077.17"
Haynes EEC,Teacher,"75,067.00",,,,,,"75,067.00"
Lyndon K-8,Teacher,"75,067.00",,,,,,"75,067.00"
Henderson Elementary,Teacher,"75,067.00",,,,,,"75,067.00"
Henderson Elementary,Teacher,"75,067.00",,,,,,"75,067.00"
BPS Special Education,Teacher,"75,067.00",,,,,,"75,067.00"
Parks Department,Contract Manager,"73,100.28","1,903.80",60.16,,,,"75,064.24"
Young Achievers K-8,Teacher,"74,736.21",310.44,,,,,"75,046.65"
Higginson/Lewis K-8,Teacher,"75,045.29",,,,,,"75,045.29"
Chief Financial Officer,Manager NonAcad C,"70,842.50","4,201.13",,,,,"75,043.63"
Boston Fire Department,Sr Admin Asst (Fire),"75,038.59",,,,,,"75,038.59"
BPS Special Education,Occupational Therapist,"75,029.00",,,,,,"75,029.00"
BPS Harvard/Kent Elementary,Community Field Coordinator,"74,228.72",800,,,,,"75,028.72"
Traffic Division,Asst Traffic Engineer,"70,957.55",500,"3,550.91",,,,"75,008.46"
Office of Economic Development,Life Technology Industry Mgr,"75,000.01",,,,,,"75,000.01"
BPS Special Education,Teacher,"74,992.39",,,,,,"74,992.39"
BPS Boston Comm Leadership Ac,Teacher,"74,989.72",,,,,,"74,989.72"
UP Academy Holland,Teacher,"64,259.13","9,900.00",827.93,,,,"74,987.06"
Boston Police Department,Data Proc Sys Analyst,"74,901.20",75,,,,,"74,976.20"
Teaching & Learning,Technician B,"74,962.94",,,,,,"74,962.94"
BPS School Safety Service,Sergeant-Bps Police,"64,895.02",600,"9,460.72",,,,"74,955.74"
BPS Boston Comm Leadership Ac,Teacher,"74,953.80",,,,,,"74,953.80"
BPS Human Resource Team,HR Customer Service Rep,"74,621.33",,294.34,,,,"74,915.67"
Boston Police Department,Police Sergeant (Det),"5,289.05","62,147.78","6,898.74",,,574.9,"74,910.47"
Higginson/Lewis K-8,Community Field Coordinator,"71,468.61","3,438.74",,,,,"74,907.35"
Boston Police Department,BPD Homicide Intelligence Anl,"70,253.41",,"4,643.89",,,,"74,897.30"
BPS Dever Elementary,Surround Care Paraprofessional,"64,413.01","1,788.00","8,690.02",,,,"74,891.03"
Margarita Muniz Academy,Teacher,"74,082.40",800,,,,,"74,882.40"
Property Management,MechEquipRepairprsForeprs(PMD),"74,385.01",125,361.21,,,,"74,871.22"
BPS Brighton High,Community Field Coordinator,"71,761.39","3,098.55",,,,,"74,859.94"
Boston Police Department,Exec Sec (B.P.D.),"70,138.15",250,"4,457.57",,,,"74,845.72"
BPS Quincy Elementary,Teacher,"73,453.74","1,380.00",,,,,"74,833.74"
BPS Facility Management,Jr Custodian,"73,597.87",250,971.73,,,,"74,819.60"
Edison K-8,ABA Specialist (BTU),"53,538.06","21,275.00",,,,,"74,813.06"
Neighborhood Development,Program Mngr,"74,558.87",250,,,,,"74,808.87"
Public Works Department,Highway Maint Frprs (Pwd)##,"61,779.58",450,"12,571.33",,,,"74,800.91"
BPS Ellis Elementary,Paraprofessional,"74,214.45",582,,,,,"74,796.45"
Traffic Division,Sr Parking Meter Supervisor I,"73,278.60",250,"1,260.21",,,,"74,788.81"
BPS New Mission Pilot,Teacher,"74,166.09",600,,,,,"74,766.09"
Law Department,Corporation Counsel,"36,173.06","38,579.82",,,,,"74,752.88"
BPS Clap Elementary,Teacher,"67,736.76","4,790.17",,,,,"74,752.41"
BPS Burke High,Student Dev Counselor (1),"74,745.87",,,,,,"74,745.87"
English Language Learn,Coord-Manager B,"70,736.16","4,000.00",,,,,"74,736.16"
BPS Burke High,Teacher,"74,728.90",,,,,,"74,728.90"
Greater Egleston High,Community Field Coordinator,"71,034.74","3,690.00",,,,,"74,724.74"
BPS Human Resource Team,Teacher,,"60,384.96",,,,,"74,715.98"
BPS Dever Elementary,Surround Care Paraprofessional,"57,413.85","7,500.00","9,797.93",,,,"74,711.78"
Boston Police Department,Police Sergeant (Det),,"74,707.00",,,,,"74,707.00"
BPS Special Education,Community Field Coordinator,"74,705.27",,,,,,"74,705.27"
BPS Facility Management,Sen Cust C,"60,192.51",250,"14,261.89",,,,"74,704.40"
Consumer Affairs & Licensing,Admin Asst,"74,435.33",250,,,,,"74,685.33"
Age Strong,Exec Dir,"69,201.49","5,477.58",,,,,"74,679.07"
Boston Police Department,Communic. EquipOp II 9II(SS),"55,116.06",250,"19,304.40",,,,"74,670.46"
BPS Facility Management,Sen Cust C,"69,400.15",250,"5,018.57",,,,"74,668.72"
BPS Facility Management,Sen Cust C,"67,172.55",250,"7,242.00",,,,"74,664.55"
Offc of Language and Communica,Dir,"74,649.70",,,,,,"74,649.70"
BPS Special Education,ABA Specialist (BTU),"72,670.64","1,974.50",,,,,"74,645.14"
UP Academy Dorchester,Director Of Instruction,"64,489.00",,,,,,"74,632.27"
Umana Middle,Teacher,"74,620.56",,,,,,"74,620.56"
Tech Boston Academy,Teacher,"74,616.86",,,,,,"74,616.86"
Boston Public Library,Young Adults Librarian II,"73,156.69","1,399.58",59.98,,,,"74,616.25"
Boston Cntr - Youth & Families,Spec Asst II,"60,492.00","14,114.80",,,,,"74,606.80"
Inspectional Services Dept,Legal Asst (ISD),"72,949.89","1,652.88",,,,,"74,602.77"
BPS Facility Management,Sen Cust C/Nights,"63,333.93",250,"11,009.21",,,,"74,593.14"
BPS Long Term Leave,BPS Bi-Weekly 26 Leave,"5,459.36",,,"69,125.03",,,"74,584.39"
BPS Ellis Elementary,Teacher,"72,491.32","2,089.76",,,,,"74,581.08"
Parks Department,Prin Research Analyst,"72,261.18","1,034.75","1,283.27",,,,"74,579.20"
BPS Facility Management,Sen Cust C,"35,390.65","38,316.04",869.74,,,,"74,576.43"
BPS School Safety Service,Sergeant-Bps Police,"65,541.25","2,100.00","6,931.26",,,,"74,572.51"
Parks Department,Park Maint Foreprs##,"49,371.08",250,"24,926.67",,,,"74,547.75"
Boston Public Library,CommHistory&DigitizationSpcls,"74,544.96",,,,,,"74,544.96"
Transportation-Parking Clerk,Chief Claims Investigator,"70,144.40","4,398.93",,,,,"74,543.33"
BPS English High,Teacher,"74,542.41",,,,,,"74,542.41"
Public Facilities Department,Admin Asst,"73,137.31","1,403.80",,,,,"74,541.11"
Environment Department,Environmental Asst,"73,187.28","1,351.89",,,,,"74,539.17"
BPS Community Academy,Community Field Coordinator,"72,218.86","2,302.85",,,,,"74,521.71"
Boston Police Department,Community Services Offc,"70,521.08","3,569.49",421.14,,,,"74,511.71"
Boston Police Department,"CommunEquipOp III, R-13 (CT)","58,683.92",250,"15,574.92",,,,"74,508.84"
BPS Orchard Gardens K-8 Pilot,Teacher,"73,088.64","1,400.00",,,,,"74,488.64"
BPS Facility Management,Sen Cust C,"68,472.55",250,"5,752.67",,,,"74,475.22"
Boston Public Library,Young Adults Librarian II,"74,292.55",175,,,,,"74,467.55"
Office of Equity,Admin Manager,"65,088.77","9,345.42",,,,,"74,434.19"
Parks Department,Park Ranger II,"59,277.49","1,124.95","11,973.06",,"2,056.00",,"74,431.50"
Inspectional Services Dept,Sr Management Analyst,"74,190.81",,229.18,,,,"74,419.99"
UP Academy Dorchester,Coordinator (C),"74,407.70",,,,,,"74,407.70"
Public Works Department,Code Enforce Offc,"64,987.81",280,"9,123.42",,,,"74,391.23"
Traffic Division,Sr Parking Meter Supervisor I,"73,718.61",250,417.07,,,,"74,385.68"
Boston Police Department,MtrEquipRpprClassIIBPDFleetBFD,"73,729.23",650,,,,,"74,379.23"
Tech Boston Academy,Teacher,"73,165.43","1,200.00",,,,,"74,365.43"
BPS Dearborn Middle,Prin Clerk/School Sec 28,"69,134.26","5,220.00",,,,,"74,354.26"
BPS Winthrop Elementary,Manager (D) (non-ac),"72,676.52","1,672.62",,,,,"74,349.14"
Boston Police Department,"CommunEquipOp III, R-13 (CT)","48,965.39",425,"24,921.43",,,,"74,311.82"
Inspectional Services Dept,Health Inspector##,"70,153.75","2,826.00","1,325.45",,,,"74,305.20"
"UP ""Unlocking Potential"" Acad",Teacher,"73,285.52","1,000.00",,,,,"74,285.52"
BPS Community Academy,Social Worker/Coordinator,"74,264.12",,,,,,"74,264.12"
HPEC: Com Acd Science & Health,Specialist (BTU),"74,264.04",,,,,,"74,264.04"
UP Academy Dorchester,Teacher,"74,247.01",,,,,,"74,247.01"
Inspectional Services Dept,Sr Legal Asst (Isd),"72,949.92","1,292.14",,,,,"74,242.06"
ASD Human Resources,Business Analyst-H.R.,"72,994.82","1,242.92",,,,,"74,237.74"
Boston Retirement System,Admin Asst (Retirement),"66,959.02","1,042.81","6,231.48",,,,"74,233.31"
Public Works Department,Sr Highway Maint CrftsprsPwd##,"51,373.34",500,"22,315.63",,,,"74,188.97"
Boston Police Department,Police Officer,"22,177.50",800,"2,980.87","36,487.99",,"11,733.21","74,179.57"
Procurement,Buyer/Purchasing,"73,239.76",930.82,,,,,"74,170.58"
BPS Mozart Elementary,Teacher,"73,216.64",878,73.27,,,,"74,167.91"
Boston Public Library,Web Services Specialist,"74,152.27",,,,,,"74,152.27"
