ratings,dates,review_text
4,2022-02-16,Scent is lovely.
5,2020-10-06,Apple Pumpkin is one of those tried and true scents of fall.  This is easily the most agreeable brand and scent in my house!
5,2022-04-27,Love my kitchen at Christmas to smell like Christmas and this is the ONLY one that does the job……I get so many compliments….
1,2020-09-21,The candle arrived melted to side of jar and wick was not visible - need to return
1,2020-12-01,"I love candles and I’ve heard Yankee candles are highly scented. Not true. I have better luck with Glade scented candles. When you enter or exit a room or my house, you can smell Glade candles. I would not recommend Yankee candles. Plus their pretty pricey. Go for Glade candles their only $5.00 and the  smell is wonderful."
2,2020-01-29,"First let me say that my wife and I are Yankee Candle lovers. It is the only brand of candles we purchase. Over the course of many years we have only had a few issues with their products.This was the first time we purchased the Sparkling Cinnamon scented candles which we wanted for the holidays and in regards to this variety they did not throw much scent at all, about halfway burned it started throwing a great deal of soot which was all over our coffee table and ,because of the double wicks, the candles burned twice as fast. This is a trick with every candle maker. The more wicks, the faster they burn and the more often you have to buy new candles. Please keep this in mind when buying candles.I would not recommend purchasing this particular holiday scent, but they have a great many of other high quality candles that we love. Our favorite is the single wick large pillar Midsummer Night scented candles. They give off a great deal of scent, that fragrance is wonderful (in our opinion-of course) and they last a month or more of daily use."
1,2019-10-27,"I like the color and scent, but the scent isn't as strong as yankee candle brand has been before."
3,2020-06-06,"Great scent, arrived within 24 hours..the only reason for 3 stars instead of 5 is because it arrived melted (as pictured), it was supposed to be a gift, but is not presentable, so I'll just use it in my jar warmer instead. I bought 2 Harvest, still waiting on arrival of second candle, hopefully it's not melted too....*note, I also purchased 2 other yankee scents (mistletoe) ,they arrived within 24 hours & are not melted...I mentioned that because its june, & all candles are not melted.*"
5,2021-03-30,I like the tumblers more than the jars.  I feel like they last longer and smell more throughout my home.
5,2021-05-17,Was a gift. They loved it. Smells great.
5,2020-11-27,This is my favorite candle it smells so good
4,2020-01-15,"Unfortunately, I could not smell the scent right from the beginning.That being stated, I am really not that disappointed as the price wasPhenomenal. Also, I have a candle lit constantly for tranquility andSpiritual reasons., from that standpoint, I would purchase againFor the longevity of candle burning. I have heard others stateThey would go directly to Yankee for this purchase;  I hope theyRealize they will be paying 3 times the price and probablyShipping too. I am staying with Amazon!👍👍"
1,2021-09-26,I am horribly disappointed. The candle came in a completely shattered container spewing glass everywhere as I attempted to open the box. My wife ordered this for herself as a Birthday present and is very upset to say the least.
1,2020-10-10,"I love candles and because I burn so many I wanted to branch out a bit and try something taht may have more longevity.  Definitely has longevity, but absolutely no scent...so disappointing as will not buy again..."
5,2022-01-05,Loved the way the scent lingers!Long lasting scent after several uses!Worth the buy!!
4,2018-12-05,Loved everything about this candle except it doesn't last near as long as other yankee candles I have bought.  I burned it for two days in a row (almost all day) and it was gone.
5,2019-08-30,The candle is great!  It smells wonderful and lasts a long time.I bought one for a friend and one for myself!  They make great gifts!
1,2019-09-19,Was received by USPS. Glass was broken and candle melted. This was going to be a gift but couldn’t use it!. Very disappointed.
1,2020-11-16,Next time I will buy directly from Yankee!
5,2015-02-28,"This is and has been one of my favorites for a long time. It is a very good scent no matter what time of year you are going to be using it. I guess I should say it smells especially nice in the winter when we are cooped up in the house due to cold, snowy weather as it brings in a breath of fresh scent to otherwise stale air....LOL"
1,2019-01-07,I bought two Yankee candle. They were sold by Amazon. Both were fake. Hardly any detectable fragrance. I have been using Yankee candles for years. These are not them!
5,2022-01-17,Perfect
1,2021-05-27,"The candle smells wonderful.  However, it arrived in a bag with no bubble wrap and was broken.  Refunded and ordered second that came in a box but was also broken."
1,2021-09-01,Must be fake if i can't even smell it
3,2017-12-29,"Would be 5 stars if it arrived intact. Glass was broken and cut my finger opening the package. Customer service made it right. Smells amazing so far, sad it's damaged!"
5,2020-08-30,You know yankee candle is going to be good.
5,2020-01-16,Just what I was looking for. I had been given this as a gift and was looking for a replacement.
1,2020-01-15,"Very very weak scent.  I was unable to smell much of anything when I opened the jar, and thought it would increase once it was lit.  It definately did not, and was not strong enough to smell when placed in a small bathroom for a couple hours.  I wish I hadn't lit it, otherwise I would have returned it.  Very disappointed, yankee candle french vanilla used to be one of my favorite scents."
5,2021-08-04,The warm richness of this candle is a recipe to relax and cuddle up with a good book and your favorite drink. One of my favorites
3,2018-05-24,"Too pricey because the scent isn't as strong as their giant sized candles of the same exact scent (which is one of my favorite Yankee scents). Not sure why that is, but it is disappointing."
5,2020-12-11,"Great smelling candle, but not too strong."
5,2020-10-09,Smells sooooo good and has lasted me months.
5,2022-05-02,Very full scent that smells edible and very much like a cupcake
5,2022-03-20,Great gift for family and friends
5,2018-12-07,"I usually do not like the “spice smells” but I purchased this for my boyfriends mother and I was TRULY surprised by the smell. It smells great! A little cinammon, a little clove, a little apple maybe?Good price, great smell."
5,2019-04-11,I love the salted caramel scent.  Why do they only release them in winter?  Doesn't Yankee Candle know the scent is wonderful all year long.
5,2020-07-21,Smells amazing and isn’t overbearing. Very good candle
5,2021-07-11,I absolutely love Yankee candles and I loved the scent the problem is the glass was broke in a lot of little pieces when it came in
5,2020-01-29,"My favorite scent,it sales out fast. Wish it would burn longer for the price and have more sizes and options for this scent."
1,2022-07-02,Arrived broken and I got a piece of glass in my finger as I took it out of the box. Be careful when opening!
5,2022-02-25,Christmas gift for my granddaughter.
1,2018-08-24,"There isnt even a hint of a scent, unfortunately i bought 6 based on the reviews & my love of yankee candles, but these are no more useful than a fake candle you can purchase for $3."
5,2021-10-02,Smells really good! Nice sweet smell!And it was packaged nicely when shipped!
2,2021-11-08,I couldn’t smell this. When I first got it it was cold and there was no smell. I thought it was due to the temperature. I let it get warm and burned and and still no smell. The jar is very pretty but I’m not going to burn a candle without the scent. Must be a defective one. I can’t believe they would all be this way.
5,2020-11-06,"Soft scent, wish it were just a bit more fragrant."
5,2019-01-03,Yankee candles burn very well. And have a very pleasing scent. They are not cheap – but if you know what you’re looking for they are worth their value.
1,2021-12-17,"Item arrived with ""open area on one half of candle"" . Upon inspection of box I found large piece of glass in bubble wrap. Unable to use product since one side of candle had no glass support."
1,2019-05-02,"I have been buying Yankee Candle buttercream for years now.  However, after ordering this one I noticed the scent has changed even though it is still marked buttercream.  It does not smell like buttercream at all and has a completely different scent.  It turns out Yankee Candle did change the scent.  I am very dissapointed and will not be buying this again."
5,2018-03-12,"LOVE this candle. I read people complaining about the size but it clearly tells you how big it is in description. It’s a yankee candle, they are expensive for a reason. I will buy again and again!"
4,2017-10-27,I really enjoy the smell of these - apple is the main note.  Each tea light burns out after 3-5 hrs I guess.  I've been using one each evening since they arrived.
2,2018-02-02,doesn’t have the well rounded scent of a bakery but smells more like a diabetic coma. go for the cupcake or buttercream or cookie candles instead.
5,2022-02-16,"Love this scent, it's not sold at the Yankee Stores anymore."
5,2015-09-03,"Best scent in my opinion. You can use this candle in your kitchen or in any room in the house and it smells great. Very welcoming, homey scent.....especially for the upcoming holiday season. I couldn't find this scent in the retail shop so I was thrilled to find it online."
5,2020-05-26,Outstanding product and seller will definitely order again
5,2013-06-06,"I've always loved this product and other scents from this company.  But, I have to admit I tried to save a bit of money and ordered from another company (Our Own Candle Company) because of their price and different types of scents.  Never again will I do this because now I have grey walls from the black smoke from the candles.  So, if I would have stayed with what I knew, I wouldn't have had to pay to have my walls cleaned and wasted money on a cheaper product.  ""You get what you pay for"" rings loudly for me.  Thanks for the excellent product."
4,2020-11-15,not particularly spice-scented.  pleasant and seasonal.
5,2019-12-16,Best candle Yankee sells. Smell it through whole house. Buy it every year. My favorite candle!
4,2017-06-12,"Watch ordering candles in warm weather. Little messy when they arrived. They were on their sides in the jars and a little bit leaky. After they set back up, they work AND smell good."
5,2019-04-04,"This was a Christmas gift to my boyfriend and it burned beautifully, smelled amazing and last awhile. Will buy more in the future"
5,2018-12-24,I’m partial to Yankee candles. I trust them to give off a lot of scent and burn long and all the way down. Haven’t been disappointed in one yet.
4,2018-11-29,"For quite a while it seemed, the Spiced Pumpkin candle was not as strong or pleasant as the first couple of yrs it was out.  I've been buying Yankee Candles since the catalog days and the store in Mass, so the scent was markedly different.  I tried it on and off for years, and then decided to try it again after a number of years.  I'm happy to report that at least with the jar I received, the scent seems to be back - as good as before.  Spiced Pumpkin is one of my all time fave scents."
3,2020-02-28,Smells good but not strong. B&BW smell a lot stronger. Not worth the price.
4,2017-10-27,"This Yankee candle has a very nice scent, but it could be a bit stronger. I've almost exclusively bought Yankee for many years and this is the first one that has a scent that is very subtle. If that's what you're looking for in this scent, you'll like this candle. The preference for a stronger scent that fills several rooms is my own."
5,2019-03-19,"My wife likes to burn these all year, not just for the holidays.  Nice to be able to find them on line.  Just want she wanted."
5,2019-10-25,I love this scent. Yankee Candle hasn't had any for a while. I finally found one here.
5,2018-01-27,this candle is awesome...it has a warm inviting smell that envelopes my whole apartment.it does not lose is scent and never too strong
3,2019-07-06,"2nd day of having it lit, and it's already starting to pool more in the middle, and not melting evenly around the sides."
1,2020-07-16,"The product came completely ruined and melted. I opened it and it is literally dripping. It is so ruined, that I can’t even see the wick.... I’m very disappointed; even more when spending $25!"
1,2020-10-24,This candle has no scent at all.
3,2016-01-18,The pumpkin spice smell just wasn't there.  I was surprised it being a Yankee Candle and not having a stronger smell.  I thought the smell would go throughout room but you had to get inches away before you could smell it.
5,2018-09-26,I love the scent and so far one candle burned 99 hrs (I kept track).  This 12 oz size is so perfect for me that I bought two of these.  Recommend!
5,2011-10-04,"Home is where Mom bakes pies... I love candles that smell like I've been slaving away in the kitchen all day.  Something about this pumpkin pie candle makes my house feel more ""homey.""  This is by far my favorite candle scent.  I burn this candle, not just in the fall, but all year round."
2,2020-10-25,"I see people saying it has no scent. Well the one I got had a scent, but it smelled like bubble gum. I guess that's what people at yankee candle think pumpkin spice smells like."
4,2019-04-06,"I normally buy the 3-wick candles from bath and body works. Compared to those candles, this candle had a very weak scent. That said, since the candle had quite a long life, I had time to get used to the scent that was not quite as powerful. It is a very pleasant smell, but I just took one star off since it was not as strong as I would have liked. I kept the other four stars on though since it was quite a bit less expensive than the bath and body works candles."
5,2019-03-26,I can definitely smell the fragrance when the candle is burning but it is not overpowering. It smells like lime and vanilla just as the description states. Love it!
5,2020-08-16,Love this scent for Fall!
3,2022-03-23,"I used to really love the Buttercream scented Yankee Candles. This candle is not the original scent. It is now overwhelmingly caramel with a much softer frosting smell. It's also super strong, and I can only burn it briefly before I need to blow it out. I am so disappointed because I was so happy to find this discontinued scent. I wish I could get the original scent again. I have been buying Yankee Candles since the 1980s when Country Heather was popular. They really have changed."
5,2021-02-27,"Pricy, otherwise love"
2,2019-05-10,"...the scent is very weak...huh, used to this brand being highly scented (especially this particular scent)..."
1,2018-08-24,"My candle came warped, but I decided to try one because the reviews were so good, & there is no scent, no one in my home can smell anything when we use it."
5,2020-06-30,Great candle with amazing scent!
3,2021-08-23,I'm not sure if these are genuine yankee candles or just old but they seem very inconsistent in the condition they arrive in. This particular candle arrived with one side kinda melted and the oil had leaked out all over the jar and lid. We were able to salvage it but please keep in mind it will be a case by case with the condition of these candles. The scent is lovely. It smells just like chocolate. I do find that it's detectable in a large room but not to the extend I'd like it to be. They also don't last very long for me.
5,2019-04-04,This is such a great candle! The scent is fantastic without being too overbearing. It is worth every penny!
3,2021-01-10,Honestly if you are not in the same room you can not smell anywhere else. Disappointing asi love this as a holiday scent.****UPDATE. I ORIGINALLY BOUGHT 2 CANDLES. MY FIRST REVIEW WAS FOR THE FIRST ONE. TODAY I DECIDEDTO TRY THE 2ND ONE BEFORE SENDING BACK AND IT SMELLS SO GOOD. MY WHOLE FAMILY COMMENTEDON IT. I HAVE NO IDEA WHY ONE CANDLE HAD POOR THROW AND ANOTHER SAME CANDLE HAD WONDERFUL THROW AND SMELL
5,2020-05-29,My wife buys these and we love them.
5,2017-08-18,"I absolutely am sold on this one, Caremel Apple Cake. Its a delishous smell that attracts many ppl. Its almost like I'm really making a Caramel Apple Cake in my home. I recommend this and I WILL buy it again."
5,2019-10-24,This is my favorite Yankee fragrance.  It smells sweet and savory! I use it all fall!
5,2018-06-30,Omg it smells great!!!Even before opening the box i was already smelling the salted caramel!!!O will buy it again and will 100% recommend it to others 👌🏻
5,2018-09-06,Can't beat Yankee Candle.  Burns down evenly.  Doesn't leave a bunch of wax on the sides of the jar.  The very best brand you can purchase.
5,2016-03-19,"Potent candle, This scent is long lasting and very aromatic. Many scented candles at the drugstore lack any real scent, or are too weak to even notice. Not with Yankee Candles, You get your moneys worth"
2,2019-11-05,"I specifically ordered the medium jar candle to fit a pumpkin shaped candle holder I have, and they sent me a large jar. I guess I'll just have to go to the yankee candle store to get what I need. I gave it 2 stars instead of one because it does smell nice"
4,2021-05-13,This is an incredibly delicious scent. It can be pretty torturous when you’re hungry. That happened to me when I lit this up in the morning when I started my work and I was hungry in just couple hours. Hahha! The throw is pretty decent. The delivery reached me pretty safely and on time so I’m glad overall.  4/5 stars coz the throw was not as incredible as I had excepted it to be. It can fill up a small room pretty quickly but may take couple hours to work it’s way up in larger spaces.
3,2015-07-07,"This is a wonderful smelling candle. It does not smell to sweet and is not over powering. I can only give three stars because it does not put out a great deal of smell. If you get within two or three feet of it you can smell it, but it did not make my apartment smell nice."
3,2022-06-29,"Bought this candle because I was at someone's house and had to ask what they were burning. Smells GREAT. The only issue I had was that the wick was not centered and, as a result, the burning was not even and the black ring had to keep being wiped off the glass, the glass turned so it would melt evenly, etc. I would have returned when I received it, but wanted to freshen up the place. However, now that I've been using, I kinda wish I'd taken the time to exchange. However, the smell is truly amazing."
5,2020-01-03,Nice candle. Dual wicks. Smells like grandma’s kitchen. Awesome.
5,2013-03-11,"Great smell, stays lingering even without the candle lit! Not the full size one, but it isn't the smallest one either. Worth the price, it hasn't burned down past the neck yet, and it has been used probably 10 times or so already. Would definitly buy again."
5,2021-01-08,"It's so relaxing to smell this, I've never smelled this type of candle but it's lovely~"
5,2020-06-29,"Great scent, very autumn like."
5,2019-01-26,"I've been in LOVE with this scent for about 2 years now. I bought it as a gift from ROSS or HOMEGOODS. i loved it so much. it's hard to find.it gives a warm by the fire feel, and leave the whole house smelling amazing"
5,2019-08-14,This Spiced Pumpkin candle smells wonderful! One of Yankee Candle's best product.
5,2020-01-11,"I'm a big fan of Yankee candles, did not disappoint, so love this scent!"
3,2020-11-07,"I was skeptical after reading some of the reviews about the Yankee Candles not being authentic on Amazon, but figured I would try them since it was on sale. I wasn’t the biggest fan of this particular scent (Salted Caramel)  and it wasn’t very strong like some of them are. It did take a long time to burn which is something I appreciate since candles are so expensive. If you like the scent and prefer something more mild in terms of potency, I would recommend."
5,2018-03-27,"This candle is heavenly! Scent is a strong enough to fragrance part of my home and the baking overtures are just heavenly. Will buy again, for sure."
3,2016-06-06,"Scent was nothing like pumpkin or buttercream.  I love the Yankee spiced pumpkin and vanilla/icing/....etc types of scents.  This was nothing like any of them.  I wanted to try this new scent, so I did.  Not for me."
5,2020-09-23,"My absolutely favorite Fall candle!! The sugary pumpkin scent fills up my entire apartment, the perfect blend of sweet and spice.  Shipped very quickly, too!"
4,2021-03-25,"It smells nice and lasts a decent amount of time, but you’re partially paying for the brand. You can get a candle that smells just as nice and lasts a bit longer for $5-$10 less, and if you use scented candles a lot that adds up fast. I still buy this one semi-regularly because my mom loves this brand/scent in particular and it’s an extra few dollars to make her happy, but otherwise I don’t think it would be quite worth it."
1,2019-10-02,I purchased this on Prime Day 2019 for a Christmas gift. I finally got around to opening the Yankee Candle box this week and realized that this product is defective. Not sure what I am going to do with it now. I am upset that they sent a defective product and now it is too late to return it.Warning: Be sure to open the box and examine your candle as soon as it arrives just in case it is defective and you need to return it.
5,2019-03-01,Great product. Makes my entire bathroom smell wonderful even when it’s not burning. Lasts a long time!
3,2020-11-23,No-name candles I buy from my local grocery store for the fraction of the price are more fragrant when lit than this one. I was looking forward to my tiny apartment smelling like fall—super disappointed!
5,2018-12-08,I wish it was like the old days where they made candles that lasted a couple of days instead of just a few hours.
5,2019-12-05,I'm Really Impressed. My FAVORITE Christmas Candle !!!
5,2020-11-24,affordable and the best
1,2022-02-28,It has no scent waste of money can I return
4,2019-12-22,"They burn for a reasonable amount of time. I bought a new tea light stand (3 hanging iron pumpkins) and they complete the look when lit, and a very nice scent. Very pleased."
5,2020-01-21,The most yummy scented candle I've ever had.  Everyone that walked into my home entryway immediately thought I had  a warm platter of butterscotch cookies just out of the oven and waiting for them!  I ended up ordering several more of this candle for xmas gifts and more for myself.
1,2020-10-29,Candle has no scent at all. Let it burn for over an hour and the candle give off no scent at all. Not worth the 20+ spent. Yankee candle is not what it used to be.
3,2020-09-18,"It also seems that it will only last that long IF it isn't burned CONTINUOUSLY for that amount of time.  The candle needs to rest and reset for it to last that long. I'm not impressed by the scent, but then again, I much prefer earthy or floral scents over food or spice flavored scents.  So vanilla cupcake, cinnamon stick, cookie dough or other such nonsense is not my thing in a candle.  By far my favorite is Yankee's Balsam and Fir. Now that's a candle!  Lavender? YES.  This cinnamon stick is rather weak, just a meager hint of something old in the oven but is is cinnamon? hmmm. not sure.  Could be a baked potato"
5,2020-06-18,Wonderful!!
5,2021-12-18,Agift
1,2020-09-29,I guess I’ll have to use it with a warmer... no wicks to light. Smells good tho.
5,2020-01-05,Loved the fragrance for my daughter.
4,2020-02-22,Smells nice and made a great gift!
5,2016-03-08,This was the best choice for me.  I did smell the other combos and found them overwhelming for me.  This candle was sooth with a light creamy pumpkin pie smell.  I also prefer the shape of the jar.  Highly recommend this candle.
4,2020-07-09,"The candle and the scent are great.  When I opened the package, it appeared that the candle had melted to one side.  The wick was buried in the wax.  I had to dig out the wick and make a canal for the melted wax to drain, because the accumulating wax extinguished the flame.  It seems to be OK now, but I had to watch it, and tilt it to drain it, for the first couple of hours."
2,2019-07-25,I got this candle a few days ago and I am disappointed that it hardly gives off a smell.  I wouldn't buy it again.
4,2022-03-15,"I'm not really a candle person but I LOVE the scent of this one.  It really does smell like chocolate cake cooking in the oven!  Unfortunately, the size is much smaller than the option that used to be offered."
5,2018-12-14,Yankee candle comes through again.  I like this size; the scent is delightful & the price is just right
5,2017-11-05,This is one of the best Yankee Candles I have ever had. Fragrance lasts so long. It smells as if you are in a tropical island. Love it!
1,2015-10-14,"Arrived sticky with globs of orange oily- stuff stuck to the outside of the jar and also the seal between the lid and base. It was difficult to wash off and also forced me to remove the label because the label was too damaged. The seal is still orange.Additionally, it gives off a lot of black smoke when it burns - I found myself blowing out black snot after being in the room with this candle for a few hours. On top of that, the black-snot incident was weeks ago and my house still reeks of this candle, despite not having burned it again. Stinky sticky nasty candle."
5,2021-09-06,I love this particular scent. I am disappointed that this candle has lost its frangrance
1,2018-05-23,Smells great but it came as a melted mess with broken glass. Waste of money.
5,2020-12-28,Love
5,2017-03-06,THE BEST
5,2019-03-17,I bought two of these right after Christmas when price was discounted -- love the fragrance - wish I had bought more!
5,2019-12-14,Yankee Candles are always a great gift choice.
5,2019-06-15,"Got for my candle-loving roommate. Smells good, not overwhelming."
5,2020-04-13,Love the scent perfect for the kitchen.
5,2019-04-11,What a refreshing smell...just what we needed!  Yankee Candles are the best!
5,2020-02-03,"Very nice scent, and burns great"
5,2020-12-26,My favorite Yankee candle scent.
2,2017-09-26,"My previous experience with Yankee Candle Company was excellent, but this candle doesn't have a scent at all."
5,2018-08-19,The smell is perfect for small spaces. I give it a little shake once in a while to wake the scent. Not overwhelming.
2,2019-04-16,"Candle smells like it would smell really good when lit but when I received it, it was completely shattered in the box :("
1,2019-12-19,So far soooooo weak... I Bought this today and it has burned for 4 hours and I CAN'T SMELL IT... Waste of money.
5,2020-01-18,Good product fast delivery
5,2021-01-06,This is my all time favorite flavor
1,2021-11-10,Can not smell the candle. It smells like a candle with no smell. Would like to send back and get different one would like a different one.a xmas smell
5,2020-10-25,The candle smells great but the only problem is the glass  was broken on both. I still used them but will not order again
3,2022-04-23,"I usually love these candles because they burn great, but the last one I received burned very poorly.  There was still a ton of wax when the candle was used up. It burned more like a cheap candle.  Very disappointed."
3,2018-03-25,"The scent is very light but it's a pleasant cinnamon smell.  I would recommend the candle for a very small room, or bathroom."
5,2020-07-29,I sure hope this becomes available again! Love this scent!
3,2021-08-09,It completely melted and turned solid again rendering it useless. I wasn’t home when it arrived but my roommate was so I KNOW it wasn’t because we left it out too long. (Her dog is an alarm and let’s us know when people come on our porch). I’m disappointed and returning. I love the smell so much that I want to get another but I don’t want the same thing to happen.
1,2018-01-08,Zero scent what so ever.  So disappointed in this candle.  You literally need to hover your face directly over the candle and wave the scent towards your face to get the slightest inclination that it’s a scented candle.
5,2019-09-27,"It’s yankee, can’t get much better darlin."
5,2018-05-14,I got these at an unbelievable price and they make the entire house smell like you are baking a chocolate cake.
5,2020-02-26,Need I say more!
5,2022-01-17,"This was a gift for my mom. She loves it, the candle makes her entire house smell like a bakery!"
4,2022-01-19,"I like these candles, but I wish they maybe had two wicks in them. It doesn't burn evenly and the scent didn't last as long as expected so halfway through the candle, it's tunneling and not as strong of a scent."
5,2017-05-10,"Yankee candles are the best, and, in my opinion, this is one of the best fragrances sold.  I have purchased them repeatedly."
5,2020-05-28,"as a fan of all things sweet (and candles), i knew i had to have this. the candle is a good size so it'll last you awhile and the smell is rich, but not too overwhelming. i bought this to dull out the smell of my dog in my room lol (stinky boy), and it works!"
5,2019-04-14,Candle smells great and lasts a very long time. Very pleased!
2,2019-02-15,Glass candle came broken in shipment. Shattered glass in package when received
5,2014-06-11,I love this fragrance!  I can not tolerate most candle fragrances so I was really happy to find this vanilla lime here.  It is not available in the store where I first purchased it.  Hopefully they continue to carry it!
5,2019-03-31,Love the scent of this candle and am glad it was available via Amazon.
5,2020-01-17,it was a Xmas  gift
5,2014-12-14,"Yankee Candle's Harvest scent is my all time favorite candle scent. We can use one of these 2-wicks up in about 2 weeks - so we are limiting burning of the 2nd one. They arrived in a timely fashion, packed well."
5,2020-01-27,Lovely smell and stays fresh all day
3,2020-01-06,Not to bad
5,2019-11-23,Girlfriend loved it
5,2020-05-16,Loved the candle!! Love the smell!!
4,2020-11-28,"Smells quite nice. It takes about an hour for the scent to really start spreading. Yankee candles usually last significantly longer than cheaper candles, which is a bonus. The scent is strong enough to be noticed upstairs while I burn it on the main level, but is not overbearing when sitting nearby. Product is as advertised."
2,2019-05-11,Ordered this for my mom for Mother’s Day. The package was fine but the candle itself was broken!!!!! It’s still usable but it’s still disappointing. I was going to order one for myself but not anymore.
3,2019-12-08,Not much sent
5,2018-02-16,Fantastic scent.  Just like the Yankee candle I would buy at my local card or craft store.  Good quality.  No complaints.
5,2019-12-27,My most favorite scent
5,2018-03-20,I bought this Yankee scented candle about a year ago.  I loved the scent it so much I wanted to buy another one.
5,2019-01-24,I love this scent. I received one as a gift and ended up purchasing another. Perfect for fall!
5,2020-10-07,This candle came wrapped really well. I was a little hesitant to order after seeing some of the broken candles arrive to others. The scent is perfect and not over powering. Great for the holidays. Enjoy!
3,2022-08-07,"The smell is very light and my room is 150 sq ft, the smell comes and goes :/ it’s not too strong but you can smell it every now and then which I want a strong candle, it melts pretty fast too maybe I got a bad candle lol 😭 but it’s good, smells more cinnamony with pumpkin 🎃"
5,2018-03-29,"While I don't like the smell of salted caramel, the friend I bought this candle for LOVES IT!  You can't go wrong with Yankee Candle as long as you know the scent you are buying."
5,2018-11-02,"I like these year round, my wife will not let me. It is like a smell of the fall"
5,2019-11-12,Omg love this scent!
1,2021-12-21,There was absolutely no scent!  I will never buy Yankee candles again!  Waste of money!!!  Highly disappointed!!!
5,2018-12-24,"Just as expected, great product, wonderful delivery and all is well, Thanks."
4,2021-01-06,It smells great but it does not smell very strong while lit. Yankee candles are always quality candles. It burns evenly and will last for weeks if burned and maintained properly. I have a smaller home and the scent barely noticable after hours of being lit unless you stand right next to the candle.
4,2019-05-11,Very strong scented candle.  Almost too strong.
4,2022-04-05,"Like all Yankee Candles, we got long use out of this candle. Loved the scent! Lavender plus a nice woodsy tone makes this one of my favorites. I wish the scent had filled our living room a bit more, but it’s perfect for a bathroom or smaller area!"
5,2018-06-18,This candle is amazing it burns so nice and slow and the amazing smell it fills the room with is so amazing it smells just like a Carmel apple pie fresh out of the oven its pretty crazy.
5,2019-12-21,Nice candle
1,2018-11-24,Was not what was advertised.  returning.
5,2019-08-20,I.love it the scent is perfect !
2,2022-05-05,Yankee candles are the best have been buying them for years for whatever reason this one I received with the cinnamon stick smell did not match that description at all it might have been a production problem on that candle alone had to return it otherwise I would always buy Yankee candles.
3,2020-09-24,"I specifically ordered this because it was supposed to smell like real cinnamon. Sadly, it has more of a clove scented base. I got tired of buying cinnamon scented pine cones and I wanted something that lasted longer than they do. Unfortunately I'm just not a fan of the candle like I was hoping I would be. Seems to last awhile, but the scent is not close enough to genuine cinnamon for my liking."
5,2018-11-03,This non smoke emitting candle has a wonderful smell and lasts a long time!
1,2018-12-21,Top one third of the glass jar was broken.
4,2019-07-02,Can’t ever go wrong with Yankee Candle.
4,2017-04-06,"First time to try this scent and I really enjoy it. I love pumpkin and I love buttercream, I just get hungry when the scent fills the house."
5,2017-11-20,Awesome smell!  Smells like the oranges we used to spike with cloves when we were kids.
1,2018-04-13,These must be a second or third level as they are not fregrant at all.  This brand  typically burns Arron which is why I placed this order.  I will not be ordering again.
5,2019-10-21,Smells incredible
1,2021-10-29,Also bought 2 in Sept. for Christmas gifts because we all loved the smell of previous ones.  Poor Yankee quality or a fake?
4,2016-03-14,"I didn't care for the smell (vanilla bourbon) on this one, but these are good candles.  They last a long time and are well packaged.  I like the glass lid on the top."
5,2021-11-03,Actually smells like salted caramel.  Have bought this flavor before and will again.
5,2019-08-29,My favorite candles
5,2019-05-02,"Waited all year for this scent to find its way back into stores for the 2018 holiday season with no luck! This is the best ""homey"" scent ever made!"
4,2019-02-24,The scent of this candle is wonderful. I only gave it less stars because it becomes very hot and the glass broke. It’s important to remember to not keep it lit a long time. Definitely I would keep it away from children. When it’s on sale I am going to buy it again. Another issue is that it only burns about 3/4 the way down. That’s a bummer. Yet I still like it and will probably purchase again. Thank you Amazon.com
5,2015-01-08,"Best candle scent EVER!!! Smells like u are at the beach......actually, smells like the cocktail u should b drinking at the beach, not sweet, not overpowering, just banana-y goodness!!!!"
4,2021-10-18,I love the smell of this candle. I just wish that I was able to find the wick so that I could light it. Somewhere along the line it was stored on its side and melted as you can see in the picture.
5,2018-02-26,"Candle burns wax evenly, smells amazing, and lasts a long time! Good quality!"
5,2018-04-15,"What a great deal for this candle!  It smells so good, and looks very expensive, and it is every bit as nice as the ones I've seen for 25 or $30! It's a great buy."
3,2018-10-29,Not really a strong scent of Cinnamon ... difficult to distinguish.
2,2022-02-14,"I agree with other reviews about the wavering quality standards for Yankee Candles. This and other Yankee Candles previously had wonderful scents that were very aromatic and filled our entire home. This candle is very weak and has virtually no noticeable scent. I have had the same experience with other Yankee Candles as well. Yankee Candles changed from strong aromas to weak and nearly scentless. I recently bought very-strongly-scented 24oz jar candles from Goose Creek Candles (Angel Food Cake, Banana Nut Muffin, Carrot Cake), all of which are wonderful and fill our home with great aromas. Goose Creek Candles are much stronger and more aromatic."
5,2020-01-01,Perfect no complaints
4,2018-01-16,"I love all pumpkin scents. I expected a sweater pumpkin scent which it wasn't, still a very good one which I would recommend."
5,2017-12-12,"You can't go wrong with yankee candles.  Period, the smells linger and are superior to other candles."
5,2018-11-16,Good smell.
5,2019-12-21,Excellent
5,2019-05-29,Yankee candles always smell great and last for a very long time!!
5,2020-01-20,Love it
5,2021-01-10,"Very good,  everyone loved them."
5,2018-07-22,Best smelling yankee candle. Smells like you are baking chocolate cake.
5,2018-10-09,Smells so GOOD! And fast shipping! And Jar doesn’t break when it delivered.
5,2018-11-05,I love this candle and it does not disappoint. Can make the biggest of rooms smell fantastic!
5,2016-08-15,My favorite Yankee Candle.
5,2018-09-13,Great housewarming gift for a new home owner.  The scent is lovely.
