Rating,Date,Review
4,2021-11-04,Smell great. Great gift
3,2020-08-27,"Never ordered a YC before and wanted to see what all the hub bub was about....disappointed the scent was so weak and the candle did not last very long. My $9 Better Homes & Gardens candles have stronger scents and last alot longer....oh well c'est la vie...not gonna buy another YC again, not worth it imo"
5,2016-04-22,it is the best fragrance i have
5,2016-07-18,Nice strong smell
5,2016-06-28,love it
4,2015-07-15,"I really like the ""wedding day"" sent, but actually received 1 wedding day and 1 magnolia."
5,2015-07-01,One  of my favorite scents!
5,2015-01-27,splendid fragrance
4,2020-06-18,Jar cracked right when I pulled it out of the box and set it on the table very gently .  . Hopefully it will still burn ok.  .
4,2020-12-12,"Beach Walk not my favorite scent. Too flowery for me, but still a great slow burn. Ive taken it to work lol. If you like flowers, this one is great! Still love most Yankee scents and they burn very well."
4,2021-12-09,I've used the melts in the same name brand and they smell stronger. I like the Jasmine smell and would buy this candle again as a gift for myself.
3,2022-08-14,always use Yankee candle because theyu have such lovely scents.  disappointed i  tje whte gardenia...not much scent to it.
4,2021-06-26,"The smell  is nice, but some candle wax leaked out of the jar into the shipping box.."
3,2021-03-22,It smells good but it smells nothing like lilacs. Put in a few extra dollars and buy the Lilac from B&B. If you really want the Lilac smell this is not going to smell like lilacs. Remember when Yankee Candles were supposed to be the best!
1,2021-03-13,"This candle can’t possibly be a Yankee candle as I have been purchasing them for over 20 years and all scents were wonderful, you could smell them. This particular Yankee candle “Lilac Blossom,” has little to no scent. The wax is not creamy and after the candle has cooled and solidifies after burning, the top of the candle have has bumps and or bubbles."
3,2022-04-20,I have been buying this candle local but decided to hunt them on Amazon - Purchased it and it arrived as expected but was disappointed after lighting it. It has very little smell compared to what I have been getting locally. I'm not sure if it is old stock or maybe even a fake Yankee Candle knock-off. Looks good but does not smell good...
5,2016-03-14,Great gift
5,2013-03-17,This is one of the best Yankee scents. Floral but not overly done. Smells like a perfect spring day. Candle lasts a good long while and makes my whole apartment smell fresh. Will continue to buy this Yankee Candle scent.
5,2019-03-15,Soft scent.  Not overpowering.
4,2016-02-16,Smells nice.
5,2015-02-05,smells like the real thing
5,2016-05-18,"Great product, good price."
5,2016-08-23,Wonderful scent!!
5,2015-07-19,"It's one of the best candles I've ever bought. Smells good, and you can use it for a quite long time."
5,2015-03-28,This scent reminds me of being at the beach. It made a cold winter day much brighter. I would recommend this scent if you love summer and the beach.
5,2020-03-19,Smells fantastic!
1,2019-12-21,Arrived broken
3,2022-03-06,"I was hoping a Yankee candle would have a much stronger scent, but this is very lacking. Could barely smell it even after burning for several hours."
4,2021-10-23,"Has a sweet, perfume type smell. Great for mothers day, wedding day gift, engagement gift"
4,2022-04-21,Smells like your at the beach with the copper tone scent.  Nice!!
1,2020-06-13,The worse. Doesn’t smell like anything. Very disappointed.
2,2022-07-24,"I typically LOVE this scent but their candles are just not worth it. As always, super expensive but I have other candles that are much more fragrant. I only bought these because of the prime day sale."
4,2015-09-20,It smells like a rose.
2,2022-03-15,"Does not smell anything like Night Jasmine .  I will say the candle had good burn time, but the scent was hardly noticeable.  I find better smelling candles at my local Dollar General store- really!  I wanted to like this candle, but no such luck."
4,2018-03-25,smells great
5,2014-07-14,This candle rocked my world!!
4,2015-08-30,Met expectations.
5,2015-11-24,Love!
4,2020-03-13,"It's decent. It smells mostly like lilacs, although I've found better and less-expensive lilac candles out there. It DOES last a long time."
5,2015-02-27,My wife loves it.
3,2021-01-05,"No teak smell. Very floral. Like artificial rose scent. Has a smell I cant place, like playdoh and potpourri maybe. Not at all what I thought it would be. Might be good if you like flowery smells, pass on it if you like earth, musk, and spice."
2,2022-07-06,I was so excited to get this candle at such a great price
5,2018-04-20,Absolutely beautiful fragrant
3,2018-02-01,Good!
5,2014-12-29,"Only candle I've found which genuinely smells of fresh roses, everyone else seems mixed with fruit or baby powder, and while those aren't unappealing in their own right. I just want to stop and smell the roses."
2,2014-10-04,Doesn't smell like any gardenia I have ever smelled. Smells basically like an old person or something at your grandmas house.
4,2019-02-25,I loved this candle because it does smell so good.  It will fill the room with a beautiful scent.  The only thing I don't like is that they burn so quickly and often the wick is not right in the middle.
4,2019-02-26,Just love the sent.
3,2021-01-09,"These candles smell great, but they burn-up REALLY quickly and are awfully expensive, making them of poor overall value for the money."
2,2020-12-03,These came mostly melted. They were for reception tables. Had to set them in pan of water and remelt. Retrieve the wick and watch it reset and add the wick back in. Only 1 of the 4 was good to use.Made it work. It was October in KS so not hot on day they came. Still smelled good.
5,2015-09-07,"Best scent ever! At least for Summer, :)"
5,2014-12-31,Smells great!
1,2019-08-17,"Pretty candle, but had absolutely no scent"
5,2020-02-20,Love it!
3,2018-02-28,"As others have said, it has a very light scent. I use it in my hallway since the cat box is under a table in a corner there. If you want something highly scented this isn't the candle for you. If you want something that leaves a nice light scent then you'll like it. I would suggest you use it in a small area. I might move it to the hall bathroom but it's ok. It does have a scent after all."
3,2022-03-14,I love yankee candles. This is the first scent I’ve gotten that is just off a little bit. The scent also doesn’t linger like my favorite linen scent.
2,2020-12-05,"I had ordered 2 of these one was good however the second on the jar was chipped and had a very large crack so sadly it ended up being a waste of money, soothe candle itself I have nothing bad to say however there packaging is not great so the one that was good was very expencive because one was a full waste, I would not order one again not worth the risk"
1,2018-07-03,"I enjoy yankee candles but this scent was very weak, I wouldn’t buy it again."
5,2014-10-03,Love the scent.
4,2019-04-22,They don't makebthis fragrance anymore according to some store associates. I do feel the candle is overpriced but its such a lovely fragrance I went for it. It was packaged very securely.
5,2015-06-06,Love these
5,2015-09-27,Just as I remembered.
4,2020-08-24,This was a gift for my mom and she lives the gardenia scent. I just bought her the lavender scent.
5,2015-03-19,Excellent
3,2020-10-23,It smells like literal rose petal and I don't mean the metaphorical one or the prefume-ish smells it gave me a headache. But if you want the inside to smell like dirt or outside this is for you. It's not the candles fault I didn't like it though. I just expected something different.
4,2022-06-18,"I love the product, but the only thing I have a problem with is how fast the wick burns down. When you get about 2/3 down, the wick won't stay lit because it burns down faster than the liquid wax."
2,2018-02-06,"I am very impressed by the two-wick tumbler candles. The consistent, thorough burning avoids the wasted wax found in Yankee's jar candles. That being said, I found the Island Waterfall scent to be overpowering. Unlike the pleasant natural odors I've found with other Yankee candles, this product smelled like laundry detergent."
5,2015-02-08,Love it
3,2017-06-19,My girlfriend loves these candles . It burns too quickly but it's a nice product .
5,2015-01-31,Smell good
3,2020-07-12,"Opened shipping box and broken glass fell all over. Unable to use candle. Sending a replacement within ten days, so hopefully that one will arrive undamaged.  I have bought this scent before and enjoyed it very much, so was disappointed that this one arrived broken."
5,2015-01-03,"I love yankee candles and buy them regularly, with the lavender being my favorite. This last time I ordered one it was delivered to me shattered. I filed a claim and asked for a replacement, and within a week a new one arrived at my door in perfect condition. Thank you!"
5,2019-11-07,Awsome smell
4,2016-12-21,"Product came on-time, and the product itself is always stellar. I gave 4/5 stars because the jar arrived in the box a little messy. It seems as though some of the wax escaped the jar and made a greasy mess. Fairly easy to clean up though, and the candle itself was in perfect condition, just a bit gross."
4,2020-06-23,"Scent is pretty good. It’s more subtle when burning, than when you open the jar. Overall worth the money."
3,2018-03-17,"As I’ve found with another Yankee candle that I ordered, the initial smell is absolutely amazing. This one is sweet and very clean smelling, but not overly sweet. Unfortunately they don’t burn very evenly, and the throw isn’t very good with this particular candle. If I want it to burn evenly, I’ve got to burn it the entire day, and even then I really can’t smell it."
4,2020-03-21,Smells yummy but started to burn unevenly halfway thru (couldn’t keep it lit anymore). But gorgeous and heavy for gifting!! Nice
5,2014-10-04,Great candle
5,2019-07-14,My favorite candle. Truly smells like fresh cut roses.
1,2021-06-02,"Apparently my candle didn't get the memo.  The item's description of ""Refreshing salt water and sea musk warmed with sunny notes of tangerine and orange blossom capture sunset strolls at the beach"" is *farrrrr* from what I experienced.  I don't pick up any of those scents, in fact, it smells very flowery/perfumy.  Rather than ""taking a stroll on the beach"", I feel like I'm taking a stroll through my grandma's house.  What a huge letdown, never again will I buy this scent."
1,2019-03-16,Cant smell anything
4,2021-06-08,Too light a fragrance!
2,2019-10-11,My opinion is that Yankee has gotten too comfortable with their fame and they're slacking. I bought the Pink Sand one and it has LITTLE TO NO SCENT! The only reason I have it any stars is because it's pretty when it burns and I like the color. What a bummer especially since these are so expensive. Too much hate to return a candle.
5,2014-05-28,I mean its a candle right?What possibly can go wrong other than buying a smell you dont know ;-)
1,2015-09-02,"This Candle barely smells like anything, let alone roses"
1,2014-12-30,I was hoping this would smell like a lawn; cut grass.  It smelled more like flowers.
4,2020-05-02,"Candle smells good, but the method of delivery stating: 'handed to the individual' - is simply not true. This could cause problems for other customers down the road so just keep your eyes peeled for it."
5,2016-04-07,"Smells great! Has a much better smell than the candles I've been picking up from Walgreens over the month. Much sweeter, love to burn it before sleeping as it's relaxing."
2,2021-08-09,"The aroma is of jasmine but cloyingly sweet. It unbearable to light the candle for more than a few minutes. If you are good with the artificial jasmine aroma, go for it . I would prefer if they would tone it now and get the actual essence of jasmine."
2,2022-02-07,"No, I don't have covid or it's symptoms.. my smell is quit fine.. It doesn't seem like any other Yankee candy I've purchased before. Lack of scent is an under statement.. won't purchase again.."
5,2018-04-04,As expected of yankee candles.
4,2017-01-22,loved it.
4,2018-12-11,"This candle smells great. It's not a very strong scent, but it's still a nice subtle smell. I would definitely recommend it to anyone."
1,2019-07-21,Very disappointed.  It does not smell like anything at all.  Huge waste of money.
3,2019-12-29,"I love yankee candles but the smell of this lilac was not pleasing at all.  Yuck.  Hey, I normally enjoy the smell of lilac or I wouldn't have purchased it, but this one was a big no for me.  I suppose I could have gifted it but would have felt badly giving a candle that I thought smelled bad."
5,2015-08-05,Very good.
4,2016-06-05,abit too strong for my liking but smell just like Jasmine.
2,2021-03-17,"Yankee Candle Lilac Blossoms is my wife's favorite candle fragrance.  Unfortunately, the wax in this candle is old, it doesn't burn evenly and it has very little fragrance."
3,2022-04-11,I used to get these a couple years ago and the fragrance was strong. I believe they changed their mixture. Not cool
1,2019-11-12,When I got my product the glass was broken to the point where I couldn’t use the candle
5,2019-07-19,Came well packaged. Nice scent!
5,2015-09-18,"Amazing smell, long lasting, great quality."
3,2015-03-09,Weak scent.
3,2018-02-28,I like a really good scent that flows through the whole house....like bath and body works candles. These just aren't as strong and so I burn it longer and faster and it still just fills the room I am in.
2,2021-03-24,"The scent of this candle is incredibly horrible unfortunately. It smells like a piercing stinging strong floral scent that invades your nostrils.A shame because I loved the candle itself and seems to have long burn time, very weighty. But I would avoid this scent."
2,2017-11-13,The scent was not noticible. Bad batch?
4,2021-04-30,Scent is light
4,2020-08-26,I love yankee candles the pricee Ed has always been a little over priced.
4,2022-06-30,I haven’t actually burned it because it’s a gift but it smells so good. I like the jar it came in too.
4,2021-02-28,"Wife liked it,  that's it."
4,2019-07-29,"Por tener doble mecha y ser una vela grande,debería tener mayor fragancia.Tener cuidado donde la colocan porque a mi consideración,la llama que produce es un poco grande"
3,2020-12-10,"My candle arrived in 1 piece.  The scent is not as fragrant as I expected.  What was really disappointing was the color.  On the website the picture shows the candle as a vibrant lavender color.  My candle was much more muted.  Since I got it at a great price, I am not going to return it."
4,2018-02-14,"Scent was good, but not much like real roses."
1,2021-12-24,Horrible!!!  I have been buying a lot of Yankee Candles from Amazon lately because of the deals they have been having.  I bought over a dozen in the last month here but have been buying them for over 30 years.  This one just about made me gag!  It smells like rotten burnt coconut shells!  Gross!!!  I gave it a good try but will be returning it.  I love most of the others but this one is like burning rotten garbage in the back of a smoothie shop!  It smells like they let tropical fruit rot and then juiced them and added it to the wax.
2,2022-01-10,"Like their other candles, this one has impressive longevity. Unlike their other candles, this one does not smell good at all. I'll be sticking with their cupcake scented candles from now on."
4,2017-09-20,4 stars because although it's awesome and I love Yankee Candle and how they make candles for tons of occasions (I am giving this to brother and future sister-in-law). It smells strongly of roses and kinda old /dusty flowers smell.
5,2013-05-04,"This aroma is very close to the real thing. I can't imagine why the Yankee Candle people would direct this aroma to MEN in particular, when virtually everyone loves the smell of freshly cut grass.So, cudos for the aroma. Bad for directing this at only men.  I have compared this to other grass-like aromas and Yankee comes closest to the real thing.  Most others are far too sweet.  Please continue this product!"
2,2022-04-22,"Pretty candle. It is small, I like the color of the wax and the jar.  It burns level, and the wick doesn't disappear.  What I don't like is the scent. Unless I am very close to the candle, I can't smell the lavender.  I would not buy again.  It is alot of money to spend on a candle I can't smell"
3,2022-04-16,"Very hard to describe this scent, but ultimately, I found it funky.  It's not for me."
5,2016-02-19,Great product. I will order this again!
1,2021-08-02,"This scent is one I had never tried before.  Both candles gave me problems from the moment I lit them.  All wicks are trimmed daily but this morning, with about 2-3"" of wax left, they set off both my smoke alarms and I had just lit them!  I use Yankee Candle exclusively but these are going in the trash.  I will rethink further purchases and certainly never again will I purchase this particular scent."
5,2015-10-12,Positively smells like roses! Packaged great! Will buy again!
5,2013-06-02,"No surprises with Yankee candle , the quality is always the same and the smell is wonderful, arrived without any damage."
5,2014-08-07,Made a great gift for my Step-mother.
5,2013-01-19,My Wife loves the scent of all the candles make by Yankee Candle.  They are expensive for the size. But she feels these are the best scented candles.  Our House guest loves the smell when they walk into the house.
1,2018-02-05,"I did not like it, no Fragrance"
4,2021-01-11,wife loved the smell has yet to ignite it
5,2019-06-09,My favorite scent 🥰
4,2018-01-07,"Even though everyone seems to like this scent. My wife did not like it. She said that it smells like a fancy public restroom. I did like it.She has loved the other scents like Christmas cookie, sugared pumpkin, vanilla cupcake..."
3,2022-08-09,It’s a personal preference but this one was a little strong
3,2019-12-31,My favorite fragrance Fresh Cut Roses loses its smell half way through burning the large jar candle. I am switching to medium jar size as they seem to stay fragrant longer. Very disappointed in the large candle losing fragrance half way through burning the candle. Beware.
5,2015-01-04,I love this scent.
5,2016-04-19,Just as expected.
3,2021-01-09,"It is a nice candle and lasts a decent amount of time, but I was expecting a lighter scent than what it has. Some might like it, but it's too strong for me - almost a sweet smell. I definitely would not use it in a small room. The smell would be overwhelming. I would use it in larger spaces only."
4,2020-01-25,Recommend it to anyone good price that's what got me plus great smell just wish it lasted longer.
2,2019-08-04,"They are too big. Their product is typically inferior, i.e, wicks not centered, pooling, low burning flame, etc. Yankee used to produce quality candles, now they don't care, and for $21-$30, it's just not worth it. Yes, they have a huge variety of scents and other merchandise, I'm just not wasting my money on their over priced items. I don't even purchase when I get a coupon for buy 1 get 2 free."
5,2015-04-16,A wonderful fragrant candle. One of my favorites.
4,2020-04-29,Good value. Bought as a gift and the recipient really liked the scent
5,2018-10-08,Love the scent!
3,2019-04-26,"Lovely scent, but wish it were stronger."
5,2016-02-22,Nice scent. Will order again
4,2021-03-15,Smells good
5,2016-06-11,Smells clean!!! Love it!!!
5,2019-04-15,Happy with the product
4,2020-05-11,Love the smell of it but when it is burning this fragrance is very light
4,2020-04-28,Lucky if you can get a week out of this one and the scent isn't very strong.
4,2021-02-22,Smells amazing
1,2020-11-07,"What a disappointment. Pink Sands sounds exactly like a fragrance I would like.  I eagerly pulled off the lid to take a whiff and ""nothing"".  Perhaps I just can't smell it, so I tried again.....""nothing"".  OK, so maybe I have to burn it for awhile to really smell it, again......""nothing"".  Have never had this happen before.  I buy a lot of candles, usually, in a store where I can smell them in advance.  But, during covid, thought I would buy some online and the price of pink sands on amazon was a good deal.  Perhaps this candle is so old that it just doesn't smell any more or perhaps it never did have much of a scent when it had one.  But, for certain, there is no fragrance now."
4,2019-03-04,"Great product, but product arrived in a thousands pieces.  Did not even have to open the box the glass was coming through the box.  I do not understand because we ordered two candles and other came in fine...."
5,2014-08-15,Smells SO good!!!!!
1,2021-11-18,"I purchased this candle days ago and it has no scent at all!!! I just contacted customer service to get a refund and return the item but the associates didn't help. They will ""contact"" me in 24hrs by email regarding this issue. No questions about the item and truly no assistance at all. Yankee candles have a strong scent and this thing has none. Only the bottle with the name stating is a real Yankee candle which is definitely not!!!!! Scammer whoever sells this crap!!!"
3,2021-06-11,"I purchase this candle after seeing so many positive reviews but sadly I’m not a fan of the smell, it’s a little too sweet and fruity for me."
5,2015-03-01,Love it
2,2020-03-26,"I don't get it. Pink Sands smells nothing like the beach/ocean -- at least not the candle I received. This smells like....bananas. Ripe bananas. I tried to like this -- I kept trying to think it smelled like a Banana Daquiri, but nope. It just smells like bananas that have been sitting on the counter for a bit too long. Yuck."
4,2014-12-20,This is a nice candle.  You can tell its a higher quality than the cheaper ones that you get in stores. The fragrance is very nice and does smell like lilacs. I read several reviews that said the fragrance was subtle and another that said it was mild.  It's actually quite strong.
3,2022-06-17,"One arrived with the actual glass around the candle broken, the other was perfect and smells nice though. Got a refund for this one, so I guess I shouldn’t complain too much but it’s a bit concerning that it arrived with broken glass."
5,2013-04-14,FRESH CUT ROSES IS THE BEST SCENT EVER FOR CANDLES. I HAVE AND WOULD CONTINUE TO SUGEST BUYING YANKEE CANDLES WITH THIS AND OTHER SCENTS.
2,2022-05-19,"I ordered this candle because the scent is wonderful, but it came broken, they sent a replacement the next day and again the glass is broken. Yall need to do better when sending glass items."
4,2020-07-12,"Arrived broken and there isn’t a choice for me to return this. Now I’m stuck paying for an expensive, broken candle I cannot use. 👎🏽"
1,2020-04-23,This arrived with broken glass
4,2019-11-01,Nice smell.  A bit fruity for me but luckily it's not too overwhelming.  Lasts a long time.
5,2019-09-12,Keeps scent for long time! Best candle!
1,2021-08-29,"Honestly I’m not sure how this candle has the ratings it does. This thing smells so weak that I thought I may have lost my scent to covid. My apartment is a revolving door, and everyone said the same thing: “it doesn’t smell like anything.” Believe me, I asked! I cannot believe a near $20 candle can be this pathetic! Yankee candle? WTF! DO NOT BUY THIS CANDLE! The scent in itself somewhat smells nice like if you were to chop up the wax and snort it, because that’s the only way you’ll ever get a whiff of this PATHETIC candle! Seriously don’t be mislead! Look elsewhere."
3,2016-02-17,"I like this candle, but it came broken."
3,2022-05-16,The scent is fading. I guess that’s why it was on sale.
4,2022-05-25,
4,2018-03-23,"Nice smelling, in fact this candle will smell up  an entire room  which I love. But it's so big it becomes hard to light as it burns down.Just know that and I think you'll enjoy it."
2,2022-05-11,"Being a Yankee Candle, I expected the candle to have a great scent but I  really couldn't smell much of anything. It was a real disappointment."
1,2015-06-29,It smelled great when we lighted it for the first time. After the 2nd and 3rd time we lighted the candle it took at least 2 hours until the oil got warm enough and for the rose scent to fill the room. Save your money and look elsewhere.
4,2022-08-01,I bought this for my best friend and his wife. They liked it very much. Its scent smells so good.
3,2021-02-28,The scent is nice. It burns evenly. I’m unsure as to why the top of the jar turns black. It seems like it may make it smell burnt? I trim the wick before I burn it. It does last a while. I still prefer B&BW candles.
3,2020-09-13,It didn't have much of a fragrance when I opened the jar. You can't smell it when it's burning. I put it in a bathroom and closed the door and still not much scent at all. It's like the jar had the lid off it for a really long time and the fragrance is gone. I have purchased many items of this scent and this is the only one that is like this.
5,2018-12-10,Winter freshening of the house
3,2017-08-02,"Product smells nice but arrived with half the wax on one side of the jar. I had to melt it down and rotate in order to be able to even use the candle, as the wick was buried. That part was extremely disappointing as I have purchased many yankee candles in the past and never experienced this. After a few days I was able to utilize the candle."
5,2018-06-25,Smells nice
5,2018-12-10,Pleasant smell last along time
4,2020-10-26,Very nice scent!
4,2014-10-07,"Excellent product, a bit expensive however"
3,2014-08-20,"I didn't care much for this scent but decided to try it after reading the positive reviews.  The smell is very subtle until you walk out and come back into the room.  If you're looking for a subtle smell rather than an overwhelming one, then this is it.  Personally, I prefer the stronger, fruitier scents.  BUT the candle is still burning.  Yankee Candles are worth the price.  Also, check their website for more scents at the same price, only you have to pay for shipping."
4,2017-08-05,Burns slow and emits strong scent for large sized room. Follow directions for care on Yankee Candle jar. Amazon pricing for 22 oz is competitive from 3rd buyers but worth the occasional look. Big savings!
5,2017-01-25,Sad that this was discontinued
4,2014-02-06,"This is a nice floral scent. The 7 oz tumblers won't last long at all. I usually buy this size to try out a scent, and if I like it I'll get the bigger sizes which are better value. I find that none of the Yankee Candle scents are that strong so don't count on them as room freshners."
5,2016-02-19,Great as always
3,2020-06-22,"I had this in lilac and loved it. Then I got it in gardenia about 6 months later. The gardenia one doesn’t smell as strongly. The packaging is updated, I don’t know if they use less scent now or what."
5,2018-08-07,The BEST smelling candle out there - smells clean with a hint of a good smelling cologne.
2,2022-05-03,"Just a really mediocre candle. Not really unpleasant but not a quality scent, nor did it burn slowly as it should.  Not sure I would buy another one but it wasn't the worst I've purchased."
3,2020-12-04,"It burns nicely and lasts a long time butWhatever the scent is, it sure doesn’t smell like lavender.It’s a mediocre sent that burst. Not weak, just a bit chemical."
5,2019-02-20,product was what I expected
2,2021-03-24,"This candle smells like a cheap bar of soap. Like the kinda bar of soap you find at the dollar tree that nobody ever buys. It’s god awful, I tried to convince myself that maybe I was being extra but my 10 year old niece walked in and said “eww something smells like nasty flowers” and children don’t lie so I had to throw the candle away. I gave it two stars because the size is great but that’s about it."
3,2021-12-11,"This scent is there, but not strong.  Don’t think it’s a real yankee candle."
4,2020-04-08,"I love Yankee Candles and was happy to find one of my favorite scents especially for the price.  However, I was a little disappointed that the wax was misshapen and there is a small hole on the top of the candle, not the quality I usually get from either Yankee Candle or Amazon."
5,2013-09-14,the is the best scented candle by far. I wish the wouldn't of discontinued it so that it would be easier to access but as long as I can get it somewhere I am very happy
3,2022-01-11,This candle smells amazing but unfortunately arrived melted
5,2015-08-03,"love the smell, very floral, very nice, burns for a long time"
4,2013-09-07,"The Good:  We've been using these candles for years.  We love them and will continue to buy them.  They last for a very long time, give off pleasant but not overpowering fragrances, and come in a nice, stylist glass container.  We probably have 4 or 5 in the house right now in fact.The Bad:  On the downside, they are fairly expensive, especially when compared against other generic candles.  Additionally, when the candle starts to get low, the smoke tends to blacken the upper lip of the glass container, and is fairly unsightly.  Still, these negatives will not prevent me from"
2,2022-03-05,"The candle was old when I got it. No lilac smell. Wax was not very good. Maybe it was on the shelf too long, but wasn't giftable at all."
4,2020-09-01,Good Scent. Burbs well.
1,2020-04-11,"There is no way these are real Yankee candles. I got a Pink Sands Yankee candle for Christmas, and I loved it so much that I ordered 3 more on Amazon. The real one would literally permeate my entire home with the scent of a jolly rancher, and these have zero smell and burn down much too quickly. I thought I would save some money by purchasing on Amazon, but the joke was on me because I realized if you buy 3 large jars on the Yankee candle site, you get them for $18 each, which is pretty much what I paid for the 3 useless candles on Amazon. So disappointing."
5,2015-01-14,Best ever. Beautiful scent just like you were among a thousand roses. Worth every penny.
5,2019-01-23,Always pleased with whatever I order from  Amazon.  Thank you so much Fran Warner
5,2016-06-08,"My grandmother is a huge fan of rose scented candles. I have been having a lot of trouble finding rose scented candles in stores, including  stores such as Target, Walmart, and Kohls. The Yankee Candle Company is one of, if not the only, company that I can find and purchase rose scented candles. While I admit that this company is slightly expensive, they have great quality candles and the rose scent is one of my and my grandmothers favorites."
4,2020-06-18,"The scent is pleasant, but not very strong"
5,2019-10-18,good for smell
2,2020-11-05,Updated with replacement candle:Very disappointing.  Burned for the recommended time and does not burn evenly.The scent is wonderful but it came without a visible wick . Had to return it and request a replacement.
1,2022-04-25,I’ve bought this candid numerous times from different t places and it’s always been my favorite. This candle from Amazon has very little smell to it! U literally  have to stand right above it to smell anything. Highly disappointed. Would not buy from here again. Would not recommend. Although I would buy it from the yankee store because it comes with so much fragrance. Not sure what’s wrong with this one.
5,2012-11-06,"Great product! Burns nicely, smells great and lights up my room (y'know, b/c I don't have power thanks to Hurricane Sandy!)"
5,2019-03-30,Genuine candles 👍
2,2020-09-21,Am so sad! I was really looking forward to this and its sideways melted and no wick..... so I only got wax in a glass..... guess the ac wasn't working in the truck it was brought in. I dont know how else to explain this almost 2inches clean off the glass omg!
3,2021-02-15,I thought the scent would be more floral and subtle.... it’s a bit nauseating and smells like candy (according to my 10yo).  I don’t really enjoy this smell.
4,2017-08-02,Love it
5,2018-04-21,Fantastic!! ENJOYED THE FRAGRANCE!!
2,2022-01-22,For a Yankee Candle I was very disappointed in the scent.  I lit it and had to blow it out shortly after.  It did not smell like lilac and was very overpowering.  I tried leaving the lid off and that didn't work either.
4,2020-03-17,Smells amazing good for spring & summer!
4,2022-08-12,"The media could not be loaded.
                
            
                
            
        
    
    
 Just received the delivery. One of the candle is broken. Can be exchange for new one?"
4,2018-03-22,Enjoying the Car Booster my dog loves it!
3,2020-07-22,umm ya so this happened I ordered 2 of this sent of candles the first one was good but the second one looks like it was on its side and melted I cant even see the wick what am I supposed to with this?!
4,2019-01-26,I love the smell and the candle would last for all day or longer. It helps reduce the smell while cooking fried food.
5,2017-08-14,Love it !!!
4,2019-02-23,Much bigger then I expected. Which is no problem. Not quite the smell I was expecting but it's still really nice and fills the room
5,2020-02-24,Perfect aroma
1,2018-02-22,Arrived broken!! What a shame!
4,2020-03-01,Smells lovely. Just wish it would last longer
3,2020-09-03,Came completely shattered - I am for sure not able to gift this on Saturday. They will be sending me a replacement but I doubt it will be here in time. Very frustrated
5,2015-06-02,Sweet fragrance. Lasts a long time. Wipes out cigar smell.
5,2018-01-29,Satisfied
2,2022-03-06,I like to burn candles if they have a scent. Something must be wrong with my nostrils because I have brought 2candles from Amazon.com but I can’t smell them. Sorry.
5,2017-02-28,excellent fragrance.. My favorite so far among all the Yankee candles tested.
2,2022-05-11,"twice I received my order and the glass was broken/shattered and had to throw it away.  I want to order again, but I am afraid I will receive it and the glass will be broken.  I like yankee candles, I don't like the way my order is delivered."
3,2018-11-24,"for the first time with all the careful packaging, this candle arrived with the glass shattered and was a very dangerous situation to unpack. I buy these candles all the time and I have never had a broken one before. Very disappointed and will now have to order another candle for the Christmas holidays."
5,2017-02-03,Her favorite fragrance...always so very soothing and pleasant.
4,2020-07-12,great scent
4,2020-03-31,"nice scent, long lasting candle, perfect in the the kitchen"
5,2014-11-27,My favorite home fragrance for the Summer months.
2,2017-02-03,The smell is amazing but mine came in all shattered in pieces. If they could do better protection when shipping them so this doesn't happen that would be great.
4,2020-01-14,Always lived this scent. Reminds me of Spring.
4,2022-03-04,Attempts were made to make sure it wouldn’t break but some extra padding would’ve been nice. Thankfully still usable!
4,2019-06-18,Great scent
4,2021-07-15,A bit expensive ...
5,2014-04-29,"Green Grass is my favorite scent from Yankee Candle. This candle came wrapped in bubble wrap, sealed in a solid box, and I have enjoyed the scent throughout my home."
4,2015-12-29,"Great quality and very nice scent. Happy with the product, even though I find it a littleoutrageously insulting that scented wax can be so expensive. It is very well made andsturdy and should last a long while."
4,2019-06-28,It’s okay. Shop around & look for price value before you commit to this particular one
4,2022-01-05,👍
1,2017-08-18,"I am past the window to return but need to warn others this does not appear to be a real YANKEE Candle. The label looks like it but after the first three hours of it burning, there is not even a scent. The 'wax' appears to have some liquid in it, and the candle sits with all sorts of little bubbles on the top layer when not in use.  We have purchased YANKEE candles from the storefronts for years and we always like that they have a scent, unlike the inexpensive candles you can find other places.  This one does not burn like any YANKEE candle we have ever had and even the wick looks different, it is a lump of black, not the normal looking wick seen in all the other candles. Feel as though I have been duped. Disappointing!!"
2,2020-06-22,"I ordered once and liked the scent and longevity - so subscribed to it. Alas, this candle is not as fragrant as the last one. Is it possible that once you subscribe, Amazon starts sending Chinese counterfeit products or maybe this one is past expiration date... do candles have an expiration date??"
3,2021-03-29,"Pink Sands scent is super light. I don't know, it kind of smells sour to me. I'm waiting to see if it gets better."
4,2019-07-28,Smells like heaven without choking you on floral oil! Lasts what you would expect!
3,2020-09-25,"While the candle does smell like a lilac bush, the smell is somewhat overpowering. The candle itself continues to have a high flame and sputters."
4,2021-04-13,"Good, wish it lasted longer."
4,2019-07-10,Good
5,2015-12-26,Lovely fragrance and well packaged.
5,2016-07-03,Excellent
4,2019-12-13,The smell is ok but not something I would purchase again
